PartE: 
(61170, 'DEF  ', 82985, 'ABC  ')
(93590, 'ABC  ', 13933, 'DEF  ')
(93590, 'ABC  ', 65867, 'DEF  ')
(13933, 'DEF  ', 93590, 'ABC  ')
(25805, 'DEF  ', 93590, 'ABC  ')
(13933, 'DEF  ', 93590, 'ABC  ')
(65867, 'DEF  ', 93590, 'ABC  ')
(13933, 'DEF  ', 93590, 'ABC  ')
(25805, 'DEF  ', 93590, 'ABC  ')
(93590, 'ABC  ', 13933, 'DEF  ')
(93590, 'ABC  ', 25805, 'DEF  ')
(93590, 'ABC  ', 73015, 'DEF  ')
(93590, 'ABC  ', 65867, 'DEF  ')
(93590, 'ABC  ', 13933, 'DEF  ')
(73015, 'DEF  ', 93590, 'ABC  ')
(65867, 'DEF  ', 93590, 'ABC  ')
(13933, 'DEF  ', 93590, 'ABC  ')
(92514, 'ABC  ', 60684, 'DEF  ')
(28751, 'ABC  ', 60684, 'DEF  ')
(60684, 'DEF  ', 92514, 'ABC  ')
(60684, 'DEF  ', 28751, 'ABC  ')
(81290, 'ABC  ', 60684, 'DEF  ')
(60684, 'DEF  ', 81290, 'ABC  ')
(60684, 'DEF  ', 28751, 'ABC  ')
(60684, 'DEF  ', 92514, 'ABC  ')
(28751, 'ABC  ', 60684, 'DEF  ')
(92514, 'ABC  ', 60684, 'DEF  ')
(44239, 'DEF  ', 99320, 'ABC  ')
(61944, 'DEF  ', 99320, 'ABC  ')
(99320, 'ABC  ', 44239, 'DEF  ')
(99320, 'ABC  ', 61944, 'DEF  ')
(99320, 'ABC  ', 37253, 'DEF  ')
(99320, 'ABC  ', 37253, 'DEF  ')
(99320, 'ABC  ', 74595, 'DEF  ')
(99320, 'ABC  ', 22838, 'DEF  ')
(99320, 'ABC  ', 48842, 'DEF  ')
(37253, 'DEF  ', 99320, 'ABC  ')
(37253, 'DEF  ', 99320, 'ABC  ')
(74595, 'DEF  ', 99320, 'ABC  ')
(22838, 'DEF  ', 99320, 'ABC  ')
(48842, 'DEF  ', 99320, 'ABC  ')
(81522, 'ABC  ', 68733, 'DEF  ')
(81522, 'ABC  ', 73358, 'DEF  ')
(81522, 'ABC  ', 15814, 'DEF  ')
(68733, 'DEF  ', 81522, 'ABC  ')
(73358, 'DEF  ', 81522, 'ABC  ')
(15814, 'DEF  ', 81522, 'ABC  ')
(81522, 'ABC  ', 73358, 'DEF  ')
(73358, 'DEF  ', 81522, 'ABC  ')
(88177, 'ABC  ', 66058, 'DEF  ')
(88177, 'ABC  ', 54504, 'DEF  ')
(89857, 'ABC  ', 66058, 'DEF  ')
(89857, 'ABC  ', 54504, 'DEF  ')
(24686, 'ABC  ', 66058, 'DEF  ')
(24686, 'ABC  ', 54504, 'DEF  ')
(24686, 'ABC  ', 66058, 'DEF  ')
(24686, 'ABC  ', 54504, 'DEF  ')
(66058, 'DEF  ', 88177, 'ABC  ')
(66058, 'DEF  ', 89857, 'ABC  ')
(66058, 'DEF  ', 24686, 'ABC  ')
(66058, 'DEF  ', 24686, 'ABC  ')
(66058, 'DEF  ', 54504, 'ABC  ')
(66058, 'ABC  ', 54504, 'DEF  ')
(54504, 'DEF  ', 88177, 'ABC  ')
(54504, 'DEF  ', 89857, 'ABC  ')
(54504, 'DEF  ', 24686, 'ABC  ')
(54504, 'DEF  ', 24686, 'ABC  ')
(54504, 'DEF  ', 66058, 'ABC  ')
(54504, 'ABC  ', 66058, 'DEF  ')
(66058, 'DEF  ', 89916, 'ABC  ')
(89916, 'ABC  ', 66058, 'DEF  ')
(21403, 'DEF  ', 55364, 'ABC  ')
(62240, 'DEF  ', 55364, 'ABC  ')
(65930, 'DEF  ', 55364, 'ABC  ')
(55364, 'ABC  ', 21403, 'DEF  ')
(55364, 'ABC  ', 62240, 'DEF  ')
(55364, 'ABC  ', 65930, 'DEF  ')
(55364, 'ABC  ', 36756, 'DEF  ')
(55364, 'ABC  ', 32851, 'DEF  ')
(55364, 'ABC  ', 39221, 'DEF  ')
(36756, 'DEF  ', 55364, 'ABC  ')
(32851, 'DEF  ', 55364, 'ABC  ')
(39221, 'DEF  ', 55364, 'ABC  ')
(32851, 'DEF  ', 55364, 'ABC  ')
(55364, 'ABC  ', 32851, 'DEF  ')
(54569, 'ABC  ', 70053, 'DEF  ')
(54569, 'DEF  ', 70053, 'ABC  ')
(54569, 'DEF  ', 76667, 'ABC  ')
(70053, 'ABC  ', 54569, 'DEF  ')
(70053, 'ABC  ', 54569, 'DEF  ')
(54569, 'ABC  ', 70053, 'DEF  ')
(54569, 'DEF  ', 70053, 'ABC  ')
(54569, 'DEF  ', 76667, 'ABC  ')
(70053, 'DEF  ', 54569, 'ABC  ')
(70053, 'DEF  ', 54569, 'ABC  ')
(70053, 'DEF  ', 76667, 'ABC  ')
(76667, 'ABC  ', 54569, 'DEF  ')
(76667, 'ABC  ', 54569, 'DEF  ')
(76667, 'ABC  ', 70053, 'DEF  ')
(90967, 'DEF  ', 28947, 'ABC  ')
(53975, 'DEF  ', 28947, 'ABC  ')
(19172, 'DEF  ', 28947, 'ABC  ')
(28947, 'ABC  ', 90967, 'DEF  ')
(28947, 'ABC  ', 53975, 'DEF  ')
(28947, 'ABC  ', 19172, 'DEF  ')
(28947, 'ABC  ', 19172, 'DEF  ')
(19172, 'DEF  ', 28947, 'ABC  ')
(28947, 'ABC  ', 53975, 'DEF  ')
(28947, 'ABC  ', 90967, 'DEF  ')
(53975, 'DEF  ', 28947, 'ABC  ')
(90967, 'DEF  ', 28947, 'ABC  ')
(80809, 'DEF  ', 44939, 'ABC  ')
(44939, 'ABC  ', 80809, 'DEF  ')
(44939, 'ABC  ', 80809, 'DEF  ')
(80809, 'DEF  ', 44939, 'ABC  ')
(46896, 'DEF  ', 76514, 'ABC  ')
(76514, 'ABC  ', 46896, 'DEF  ')
(49652, 'DEF  ', 58008, 'ABC  ')
(58008, 'ABC  ', 49652, 'DEF  ')
(64359, 'ABC  ', 49652, 'DEF  ')
(96529, 'ABC  ', 49652, 'DEF  ')
(49652, 'DEF  ', 64359, 'ABC  ')
(49652, 'DEF  ', 96529, 'ABC  ')
(23074, 'DEF  ', 80495, 'ABC  ')
(80495, 'ABC  ', 23074, 'DEF  ')
(23074, 'DEF  ', 80495, 'ABC  ')
(80495, 'ABC  ', 23074, 'DEF  ')
(23520, 'ABC  ', 66670, 'DEF  ')
(85274, 'ABC  ', 66670, 'DEF  ')
(66670, 'DEF  ', 23520, 'ABC  ')
(66670, 'DEF  ', 85274, 'ABC  ')
(66670, 'DEF  ', 87462, 'ABC  ')
(87462, 'ABC  ', 66670, 'DEF  ')
(53586, 'ABC  ', 44939, 'DEF  ')
(44939, 'ABC  ', 53586, 'DEF  ')
(53586, 'DEF  ', 44939, 'ABC  ')
(44939, 'DEF  ', 53586, 'ABC  ')
(66194, 'ABC  ', 44939, 'DEF  ')
(44939, 'DEF  ', 66194, 'ABC  ')
(44939, 'DEF  ', 74356, 'ABC  ')
(74356, 'ABC  ', 44939, 'DEF  ')
(32090, 'DEF  ', 42879, 'ABC  ')
(38164, 'DEF  ', 42879, 'ABC  ')
(32090, 'DEF  ', 42879, 'ABC  ')
(10355, 'DEF  ', 42879, 'ABC  ')
(42879, 'ABC  ', 32090, 'DEF  ')
(42879, 'ABC  ', 38164, 'DEF  ')
(42879, 'ABC  ', 32090, 'DEF  ')
(42879, 'ABC  ', 10355, 'DEF  ')
(42879, 'ABC  ', 63603, 'DEF  ')
(42879, 'ABC  ', 25243, 'DEF  ')
(63603, 'DEF  ', 42879, 'ABC  ')
(25243, 'DEF  ', 42879, 'ABC  ')
(84728, 'ABC  ', 28980, 'DEF  ')
(28980, 'DEF  ', 84728, 'ABC  ')
(62125, 'DEF  ', 42901, 'ABC  ')
(42901, 'ABC  ', 62125, 'DEF  ')
(18553, 'ABC  ', 87936, 'DEF  ')
(18553, 'ABC  ', 29941, 'DEF  ')
(18553, 'ABC  ', 32992, 'DEF  ')
(87936, 'DEF  ', 18553, 'ABC  ')
(29941, 'DEF  ', 18553, 'ABC  ')
(32992, 'DEF  ', 18553, 'ABC  ')
(58269, 'ABC  ', 59461, 'DEF  ')
(58269, 'ABC  ', 60223, 'DEF  ')
(58269, 'ABC  ', 89633, 'DEF  ')
(58269, 'ABC  ', 89633, 'DEF  ')
(58269, 'ABC  ', 74740, 'DEF  ')
(58269, 'DEF  ', 59461, 'ABC  ')
(59461, 'ABC  ', 58269, 'DEF  ')
(59461, 'ABC  ', 60223, 'DEF  ')
(59461, 'ABC  ', 89633, 'DEF  ')
(59461, 'ABC  ', 89633, 'DEF  ')
(59461, 'ABC  ', 74740, 'DEF  ')
(59461, 'DEF  ', 58269, 'ABC  ')
(60223, 'DEF  ', 58269, 'ABC  ')
(60223, 'DEF  ', 59461, 'ABC  ')
(89633, 'DEF  ', 58269, 'ABC  ')
(89633, 'DEF  ', 59461, 'ABC  ')
(89633, 'DEF  ', 58269, 'ABC  ')
(89633, 'DEF  ', 59461, 'ABC  ')
(74740, 'DEF  ', 58269, 'ABC  ')
(74740, 'DEF  ', 59461, 'ABC  ')
(59461, 'ABC  ', 60223, 'DEF  ')
(59461, 'ABC  ', 74740, 'DEF  ')
(59461, 'ABC  ', 89633, 'DEF  ')
(59461, 'ABC  ', 89633, 'DEF  ')
(59461, 'ABC  ', 58269, 'DEF  ')
(59461, 'DEF  ', 58269, 'ABC  ')
(60223, 'DEF  ', 59461, 'ABC  ')
(60223, 'DEF  ', 58269, 'ABC  ')
(74740, 'DEF  ', 59461, 'ABC  ')
(74740, 'DEF  ', 58269, 'ABC  ')
(89633, 'DEF  ', 59461, 'ABC  ')
(89633, 'DEF  ', 58269, 'ABC  ')
(89633, 'DEF  ', 59461, 'ABC  ')
(89633, 'DEF  ', 58269, 'ABC  ')
(58269, 'DEF  ', 59461, 'ABC  ')
(58269, 'ABC  ', 59461, 'DEF  ')
(58269, 'ABC  ', 60223, 'DEF  ')
(58269, 'ABC  ', 74740, 'DEF  ')
(58269, 'ABC  ', 89633, 'DEF  ')
(58269, 'ABC  ', 89633, 'DEF  ')
(43981, 'ABC  ', 35243, 'DEF  ')
(20591, 'ABC  ', 35243, 'DEF  ')
(61914, 'ABC  ', 35243, 'DEF  ')
(35243, 'DEF  ', 43981, 'ABC  ')
(35243, 'DEF  ', 20591, 'ABC  ')
(35243, 'DEF  ', 61914, 'ABC  ')
(35243, 'DEF  ', 39726, 'ABC  ')
(39726, 'ABC  ', 35243, 'DEF  ')
(43981, 'ABC  ', 35243, 'DEF  ')
(35243, 'DEF  ', 43981, 'ABC  ')
(88689, 'ABC  ', 53700, 'DEF  ')
(11759, 'ABC  ', 53700, 'DEF  ')
(53700, 'DEF  ', 88689, 'ABC  ')
(53700, 'DEF  ', 11759, 'ABC  ')
(53700, 'DEF  ', 80230, 'ABC  ')
(80230, 'ABC  ', 53700, 'DEF  ')
(87889, 'ABC  ', 57792, 'DEF  ')
(87889, 'ABC  ', 88382, 'DEF  ')
(57792, 'DEF  ', 87889, 'ABC  ')
(88382, 'DEF  ', 87889, 'ABC  ')
(57792, 'DEF  ', 87889, 'ABC  ')
(88382, 'DEF  ', 87889, 'ABC  ')
(87889, 'ABC  ', 57792, 'DEF  ')
(87889, 'ABC  ', 88382, 'DEF  ')
(79616, 'ABC  ', 44281, 'DEF  ')
(56281, 'ABC  ', 44281, 'DEF  ')
(56281, 'ABC  ', 44281, 'DEF  ')
(44281, 'DEF  ', 79616, 'ABC  ')
(44281, 'DEF  ', 56281, 'ABC  ')
(44281, 'DEF  ', 56281, 'ABC  ')
(44281, 'DEF  ', 46346, 'ABC  ')
(46346, 'ABC  ', 44281, 'DEF  ')
(39784, 'ABC  ', 64039, 'DEF  ')
(64039, 'DEF  ', 39784, 'ABC  ')
(84157, 'DEF  ', 33006, 'ABC  ')
(33006, 'ABC  ', 84157, 'DEF  ')
(80160, 'ABC  ', 10300, 'DEF  ')
(34805, 'ABC  ', 10300, 'DEF  ')
(36732, 'ABC  ', 10300, 'DEF  ')
(10300, 'DEF  ', 80160, 'ABC  ')
(10300, 'DEF  ', 34805, 'ABC  ')
(10300, 'DEF  ', 36732, 'ABC  ')
(13586, 'ABC  ', 21880, 'DEF  ')
(13586, 'ABC  ', 21880, 'DEF  ')
(13586, 'DEF  ', 21880, 'ABC  ')
(13586, 'DEF  ', 21880, 'ABC  ')
(21880, 'ABC  ', 13586, 'DEF  ')
(21880, 'ABC  ', 13586, 'DEF  ')
(21880, 'DEF  ', 13586, 'ABC  ')
(21880, 'DEF  ', 13586, 'ABC  ')
(21880, 'ABC  ', 13586, 'DEF  ')
(21880, 'ABC  ', 13586, 'DEF  ')
(13586, 'ABC  ', 21880, 'DEF  ')
(13586, 'ABC  ', 21880, 'DEF  ')
(13586, 'DEF  ', 21880, 'ABC  ')
(13586, 'DEF  ', 21880, 'ABC  ')
(21880, 'DEF  ', 13586, 'ABC  ')
(21880, 'DEF  ', 13586, 'ABC  ')
(74537, 'ABC  ', 42652, 'DEF  ')
(74537, 'ABC  ', 53370, 'DEF  ')
(42652, 'DEF  ', 74537, 'ABC  ')
(53370, 'DEF  ', 74537, 'ABC  ')
(13448, 'ABC  ', 67752, 'DEF  ')
(67752, 'DEF  ', 13448, 'ABC  ')
(67752, 'ABC  ', 13448, 'DEF  ')
(13448, 'DEF  ', 67752, 'ABC  ')
(62664, 'ABC  ', 14216, 'DEF  ')
(14216, 'DEF  ', 62664, 'ABC  ')
(14216, 'DEF  ', 25482, 'ABC  ')
(14216, 'DEF  ', 62664, 'ABC  ')
(14216, 'DEF  ', 13508, 'ABC  ')
(25482, 'ABC  ', 14216, 'DEF  ')
(62664, 'ABC  ', 14216, 'DEF  ')
(13508, 'ABC  ', 14216, 'DEF  ')
(14216, 'DEF  ', 85535, 'ABC  ')
(85535, 'ABC  ', 14216, 'DEF  ')
(76817, 'DEF  ', 55561, 'ABC  ')
(76817, 'DEF  ', 74598, 'ABC  ')
(55561, 'ABC  ', 76817, 'DEF  ')
(55561, 'ABC  ', 76817, 'DEF  ')
(74598, 'ABC  ', 76817, 'DEF  ')
(74598, 'ABC  ', 76817, 'DEF  ')
(76817, 'DEF  ', 55561, 'ABC  ')
(76817, 'DEF  ', 74598, 'ABC  ')
(85172, 'ABC  ', 13129, 'DEF  ')
(13129, 'DEF  ', 85172, 'ABC  ')
(13129, 'DEF  ', 85172, 'ABC  ')
(85172, 'ABC  ', 13129, 'DEF  ')
(56956, 'DEF  ', 64529, 'ABC  ')
(56956, 'DEF  ', 92079, 'ABC  ')
(56956, 'DEF  ', 92079, 'ABC  ')
(64529, 'ABC  ', 56956, 'DEF  ')
(92079, 'ABC  ', 56956, 'DEF  ')
(92079, 'ABC  ', 56956, 'DEF  ')
(28947, 'DEF  ', 96862, 'ABC  ')
(28947, 'DEF  ', 96862, 'ABC  ')
(28947, 'DEF  ', 90564, 'ABC  ')
(28947, 'DEF  ', 18572, 'ABC  ')
(96862, 'ABC  ', 28947, 'DEF  ')
(96862, 'ABC  ', 28947, 'DEF  ')
(90564, 'ABC  ', 28947, 'DEF  ')
(18572, 'ABC  ', 28947, 'DEF  ')
(96862, 'ABC  ', 56956, 'DEF  ')
(96862, 'ABC  ', 28947, 'DEF  ')
(32508, 'ABC  ', 56956, 'DEF  ')
(32508, 'ABC  ', 28947, 'DEF  ')
(92079, 'ABC  ', 56956, 'DEF  ')
(92079, 'ABC  ', 28947, 'DEF  ')
(92079, 'ABC  ', 56956, 'DEF  ')
(92079, 'ABC  ', 28947, 'DEF  ')
(56956, 'DEF  ', 96862, 'ABC  ')
(56956, 'DEF  ', 32508, 'ABC  ')
(56956, 'DEF  ', 92079, 'ABC  ')
(56956, 'DEF  ', 92079, 'ABC  ')
(56956, 'DEF  ', 90564, 'ABC  ')
(56956, 'DEF  ', 28947, 'ABC  ')
(56956, 'DEF  ', 96862, 'ABC  ')
(56956, 'ABC  ', 28947, 'DEF  ')
(90564, 'ABC  ', 56956, 'DEF  ')
(90564, 'ABC  ', 28947, 'DEF  ')
(28947, 'ABC  ', 56956, 'DEF  ')
(28947, 'DEF  ', 96862, 'ABC  ')
(28947, 'DEF  ', 32508, 'ABC  ')
(28947, 'DEF  ', 92079, 'ABC  ')
(28947, 'DEF  ', 92079, 'ABC  ')
(28947, 'DEF  ', 56956, 'ABC  ')
(28947, 'DEF  ', 90564, 'ABC  ')
(28947, 'DEF  ', 96862, 'ABC  ')
(96862, 'ABC  ', 56956, 'DEF  ')
(96862, 'ABC  ', 28947, 'DEF  ')
(90899, 'ABC  ', 65572, 'DEF  ')
(65572, 'DEF  ', 90899, 'ABC  ')
(65572, 'DEF  ', 39033, 'ABC  ')
(39033, 'ABC  ', 65572, 'DEF  ')
(87963, 'ABC  ', 62799, 'DEF  ')
(62799, 'DEF  ', 87963, 'ABC  ')
(56250, 'ABC  ', 88874, 'DEF  ')
(56250, 'ABC  ', 88874, 'DEF  ')
(88874, 'DEF  ', 56250, 'ABC  ')
(88874, 'DEF  ', 56250, 'ABC  ')
(88874, 'DEF  ', 56250, 'ABC  ')
(88874, 'DEF  ', 56250, 'ABC  ')
(56250, 'ABC  ', 88874, 'DEF  ')
(56250, 'ABC  ', 88874, 'DEF  ')
(88874, 'DEF  ', 56250, 'ABC  ')
(56250, 'ABC  ', 88874, 'DEF  ')
(56250, 'ABC  ', 88874, 'DEF  ')
(88874, 'DEF  ', 56250, 'ABC  ')
(67757, 'ABC  ', 63992, 'DEF  ')
(67757, 'ABC  ', 21804, 'DEF  ')
(67757, 'ABC  ', 36171, 'DEF  ')
(67757, 'ABC  ', 61740, 'DEF  ')
(67757, 'ABC  ', 61740, 'DEF  ')
(63992, 'DEF  ', 67757, 'ABC  ')
(63992, 'DEF  ', 67757, 'ABC  ')
(67757, 'ABC  ', 63992, 'DEF  ')
(67757, 'ABC  ', 21804, 'DEF  ')
(67757, 'ABC  ', 36171, 'DEF  ')
(67757, 'ABC  ', 61740, 'DEF  ')
(67757, 'ABC  ', 61740, 'DEF  ')
(21804, 'DEF  ', 67757, 'ABC  ')
(21804, 'DEF  ', 67757, 'ABC  ')
(36171, 'DEF  ', 67757, 'ABC  ')
(36171, 'DEF  ', 67757, 'ABC  ')
(61740, 'DEF  ', 67757, 'ABC  ')
(61740, 'DEF  ', 67757, 'ABC  ')
(61740, 'DEF  ', 67757, 'ABC  ')
(61740, 'DEF  ', 67757, 'ABC  ')
(67757, 'ABC  ', 21804, 'DEF  ')
(67757, 'ABC  ', 21804, 'DEF  ')
(21804, 'DEF  ', 67757, 'ABC  ')
(21804, 'DEF  ', 67757, 'ABC  ')
(44782, 'ABC  ', 84353, 'DEF  ')
(84353, 'DEF  ', 44782, 'ABC  ')
(39639, 'DEF  ', 61747, 'ABC  ')
(61747, 'ABC  ', 39639, 'DEF  ')
(96999, 'DEF  ', 55140, 'ABC  ')
(96999, 'DEF  ', 55140, 'ABC  ')
(55140, 'ABC  ', 96999, 'DEF  ')
(55140, 'ABC  ', 96999, 'DEF  ')
(52889, 'DEF  ', 66198, 'ABC  ')
(66198, 'ABC  ', 52889, 'DEF  ')
(96209, 'ABC  ', 90034, 'DEF  ')
(96209, 'ABC  ', 90034, 'DEF  ')
(90034, 'DEF  ', 96209, 'ABC  ')
(90034, 'DEF  ', 96209, 'ABC  ')
(96209, 'ABC  ', 90034, 'DEF  ')
(96209, 'ABC  ', 90034, 'DEF  ')
(90034, 'DEF  ', 96209, 'ABC  ')
(90034, 'DEF  ', 96209, 'ABC  ')
(66820, 'ABC  ', 24086, 'DEF  ')
(66820, 'ABC  ', 24086, 'DEF  ')
(24086, 'DEF  ', 66820, 'ABC  ')
(24086, 'DEF  ', 66820, 'ABC  ')
(62904, 'ABC  ', 93977, 'DEF  ')
(95130, 'ABC  ', 93977, 'DEF  ')
(93977, 'DEF  ', 62904, 'ABC  ')
(93977, 'DEF  ', 95130, 'ABC  ')
(33784, 'ABC  ', 93977, 'DEF  ')
(27096, 'ABC  ', 93977, 'DEF  ')
(58508, 'ABC  ', 93977, 'DEF  ')
(89152, 'ABC  ', 93977, 'DEF  ')
(93977, 'DEF  ', 33784, 'ABC  ')
(93977, 'DEF  ', 27096, 'ABC  ')
(93977, 'DEF  ', 58508, 'ABC  ')
(93977, 'DEF  ', 89152, 'ABC  ')
(93977, 'DEF  ', 58508, 'ABC  ')
(58508, 'ABC  ', 93977, 'DEF  ')
(27096, 'ABC  ', 24086, 'DEF  ')
(95130, 'ABC  ', 24086, 'DEF  ')
(49949, 'ABC  ', 24086, 'DEF  ')
(51012, 'ABC  ', 24086, 'DEF  ')
(24086, 'DEF  ', 27096, 'ABC  ')
(24086, 'DEF  ', 95130, 'ABC  ')
(24086, 'DEF  ', 49949, 'ABC  ')
(24086, 'DEF  ', 51012, 'ABC  ')
(24086, 'DEF  ', 89152, 'ABC  ')
(89152, 'ABC  ', 24086, 'DEF  ')
(71538, 'DEF  ', 40342, 'ABC  ')
(40342, 'ABC  ', 71538, 'DEF  ')
(70417, 'DEF  ', 47499, 'ABC  ')
(47499, 'ABC  ', 70417, 'DEF  ')
(60099, 'ABC  ', 86488, 'DEF  ')
(11627, 'ABC  ', 60099, 'DEF  ')
(11627, 'ABC  ', 86488, 'DEF  ')
(94966, 'ABC  ', 60099, 'DEF  ')
(94966, 'ABC  ', 86488, 'DEF  ')
(94966, 'ABC  ', 60099, 'DEF  ')
(94966, 'ABC  ', 86488, 'DEF  ')
(86488, 'ABC  ', 60099, 'DEF  ')
(60099, 'DEF  ', 11627, 'ABC  ')
(60099, 'DEF  ', 94966, 'ABC  ')
(60099, 'DEF  ', 94966, 'ABC  ')
(60099, 'DEF  ', 86488, 'ABC  ')
(86488, 'DEF  ', 60099, 'ABC  ')
(86488, 'DEF  ', 11627, 'ABC  ')
(86488, 'DEF  ', 94966, 'ABC  ')
(86488, 'DEF  ', 94966, 'ABC  ')
(61061, 'DEF  ', 73601, 'ABC  ')
(26024, 'DEF  ', 73601, 'ABC  ')
(73601, 'ABC  ', 61061, 'DEF  ')
(73601, 'ABC  ', 26024, 'DEF  ')
(73601, 'ABC  ', 63829, 'DEF  ')
(73601, 'ABC  ', 88714, 'DEF  ')
(73601, 'ABC  ', 66738, 'DEF  ')
(63829, 'DEF  ', 73601, 'ABC  ')
(88714, 'DEF  ', 73601, 'ABC  ')
(66738, 'DEF  ', 73601, 'ABC  ')
(94033, 'ABC  ', 26090, 'DEF  ')
(57150, 'ABC  ', 26090, 'DEF  ')
(57150, 'ABC  ', 26090, 'DEF  ')
(26090, 'DEF  ', 94033, 'ABC  ')
(26090, 'DEF  ', 57150, 'ABC  ')
(26090, 'DEF  ', 57150, 'ABC  ')
(26090, 'DEF  ', 84103, 'ABC  ')
(84103, 'ABC  ', 26090, 'DEF  ')
(92233, 'DEF  ', 77531, 'ABC  ')
(92233, 'DEF  ', 59886, 'ABC  ')
(77531, 'ABC  ', 92233, 'DEF  ')
(59886, 'ABC  ', 92233, 'DEF  ')
(72735, 'ABC  ', 26090, 'DEF  ')
(94033, 'ABC  ', 26090, 'DEF  ')
(26090, 'DEF  ', 72735, 'ABC  ')
(26090, 'DEF  ', 94033, 'ABC  ')
(26090, 'DEF  ', 69835, 'ABC  ')
(69835, 'ABC  ', 26090, 'DEF  ')
(28005, 'DEF  ', 40281, 'ABC  ')
(40281, 'ABC  ', 28005, 'DEF  ')
(40281, 'ABC  ', 28005, 'DEF  ')
(28005, 'DEF  ', 40281, 'ABC  ')
(33224, 'ABC  ', 63705, 'DEF  ')
(63705, 'DEF  ', 33224, 'ABC  ')
(43067, 'ABC  ', 43508, 'DEF  ')
(43508, 'DEF  ', 43067, 'ABC  ')
(43508, 'DEF  ', 94719, 'ABC  ')
(43508, 'DEF  ', 56024, 'ABC  ')
(94719, 'ABC  ', 43508, 'DEF  ')
(56024, 'ABC  ', 43508, 'DEF  ')
(92401, 'DEF  ', 25611, 'ABC  ')
(25611, 'ABC  ', 92401, 'DEF  ')
(94966, 'ABC  ', 26453, 'DEF  ')
(26453, 'DEF  ', 94966, 'ABC  ')
(26453, 'DEF  ', 72388, 'ABC  ')
(26453, 'DEF  ', 94966, 'ABC  ')
(72388, 'ABC  ', 26453, 'DEF  ')
(94966, 'ABC  ', 26453, 'DEF  ')
(92401, 'DEF  ', 25611, 'ABC  ')
(25611, 'ABC  ', 92401, 'DEF  ')
(37457, 'ABC  ', 48731, 'DEF  ')
(37457, 'ABC  ', 50765, 'DEF  ')
(37457, 'ABC  ', 19432, 'DEF  ')
(37457, 'ABC  ', 39670, 'DEF  ')
(37457, 'ABC  ', 49968, 'DEF  ')
(37457, 'ABC  ', 49968, 'DEF  ')
(48731, 'DEF  ', 37457, 'ABC  ')
(50765, 'DEF  ', 37457, 'ABC  ')
(19432, 'DEF  ', 37457, 'ABC  ')
(39670, 'DEF  ', 37457, 'ABC  ')
(49968, 'DEF  ', 37457, 'ABC  ')
(49968, 'DEF  ', 37457, 'ABC  ')
(84098, 'ABC  ', 28565, 'DEF  ')
(28565, 'DEF  ', 84098, 'ABC  ')
(28565, 'DEF  ', 71848, 'ABC  ')
(28565, 'DEF  ', 71848, 'ABC  ')
(28565, 'DEF  ', 13516, 'ABC  ')
(71848, 'ABC  ', 28565, 'DEF  ')
(71848, 'ABC  ', 28565, 'DEF  ')
(13516, 'ABC  ', 28565, 'DEF  ')
(56508, 'DEF  ', 57368, 'ABC  ')
(56508, 'DEF  ', 57368, 'ABC  ')
(57368, 'ABC  ', 56508, 'DEF  ')
(57368, 'ABC  ', 56508, 'DEF  ')
(65186, 'ABC  ', 60825, 'DEF  ')
(90472, 'ABC  ', 60825, 'DEF  ')
(60825, 'DEF  ', 65186, 'ABC  ')
(60825, 'DEF  ', 90472, 'ABC  ')
(60825, 'DEF  ', 13529, 'ABC  ')
(60825, 'DEF  ', 27535, 'ABC  ')
(13529, 'ABC  ', 60825, 'DEF  ')
(27535, 'ABC  ', 60825, 'DEF  ')
(95698, 'ABC  ', 13208, 'DEF  ')
(13208, 'DEF  ', 95698, 'ABC  ')
(61437, 'DEF  ', 61742, 'ABC  ')
(30202, 'DEF  ', 61742, 'ABC  ')
(30202, 'DEF  ', 61742, 'ABC  ')
(45642, 'DEF  ', 61742, 'ABC  ')
(63004, 'DEF  ', 61742, 'ABC  ')
(11475, 'DEF  ', 61742, 'ABC  ')
(61742, 'ABC  ', 61437, 'DEF  ')
(61742, 'ABC  ', 30202, 'DEF  ')
(61742, 'ABC  ', 30202, 'DEF  ')
(61742, 'ABC  ', 45642, 'DEF  ')
(61742, 'ABC  ', 63004, 'DEF  ')
(61742, 'ABC  ', 11475, 'DEF  ')
(61742, 'ABC  ', 11475, 'DEF  ')
(11475, 'DEF  ', 61742, 'ABC  ')
(35271, 'ABC  ', 53619, 'DEF  ')
(53619, 'DEF  ', 35271, 'ABC  ')
(94669, 'ABC  ', 81155, 'DEF  ')
(81155, 'DEF  ', 94669, 'ABC  ')
(24524, 'ABC  ', 52018, 'DEF  ')
(52018, 'DEF  ', 24524, 'ABC  ')
(52018, 'DEF  ', 17462, 'ABC  ')
(17462, 'ABC  ', 52018, 'DEF  ')
(36420, 'DEF  ', 29162, 'ABC  ')
(36420, 'DEF  ', 29162, 'ABC  ')
(29162, 'ABC  ', 36420, 'DEF  ')
(29162, 'ABC  ', 36420, 'DEF  ')
(69615, 'ABC  ', 36420, 'DEF  ')
(69615, 'ABC  ', 36420, 'DEF  ')
(36420, 'DEF  ', 69615, 'ABC  ')
(36420, 'DEF  ', 69615, 'ABC  ')
(75004, 'ABC  ', 11919, 'DEF  ')
(11919, 'DEF  ', 75004, 'ABC  ')
(11919, 'DEF  ', 52818, 'ABC  ')
(11919, 'DEF  ', 79659, 'ABC  ')
