PartE: 
(43756, 'DEF  ', 70637, 'ABC  ')
(55707, 'DEF  ', 61904, 'ABC  ')
(32813, 'DEF  ', 76095, 'ABC  ')
(37457, 'ABC  ', 39670, 'DEF  ')
(24970, 'DEF  ', 39088, 'ABC  ')
(74417, 'ABC  ', 21880, 'DEF  ')
(89262, 'ABC  ', 42007, 'DEF  ')
(62799, 'DEF  ', 87963, 'ABC  ')
(53619, 'DEF  ', 35271, 'ABC  ')
(20503, 'DEF  ', 94509, 'ABC  ')
(66058, 'DEF  ', 89916, 'ABC  ')
(61747, 'ABC  ', 39639, 'DEF  ')
(83948, 'ABC  ', 98470, 'DEF  ')
(58057, 'DEF  ', 19713, 'ABC  ')
(86329, 'ABC  ', 76252, 'DEF  ')
(17090, 'DEF  ', 40844, 'ABC  ')
(55162, 'DEF  ', 13476, 'ABC  ')
(26448, 'ABC  ', 36514, 'DEF  ')
(61742, 'ABC  ', 30202, 'DEF  ')
(52082, 'ABC  ', 85857, 'DEF  ')
(11475, 'DEF  ', 61742, 'ABC  ')
(54655, 'DEF  ', 72163, 'ABC  ')
(42219, 'ABC  ', 53928, 'DEF  ')
(40710, 'DEF  ', 40065, 'ABC  ')
(32482, 'DEF  ', 98685, 'ABC  ')
(96925, 'ABC  ', 57815, 'DEF  ')
(64039, 'DEF  ', 39784, 'ABC  ')
(30202, 'DEF  ', 61742, 'ABC  ')
(51012, 'ABC  ', 24086, 'DEF  ')
(87482, 'DEF  ', 92435, 'ABC  ')
(12561, 'ABC  ', 87587, 'DEF  ')
(89857, 'ABC  ', 54504, 'DEF  ')
(53362, 'ABC  ', 66551, 'DEF  ')
(46896, 'DEF  ', 76514, 'ABC  ')
(27222, 'DEF  ', 18977, 'ABC  ')
(51810, 'ABC  ', 48408, 'DEF  ')
(55750, 'DEF  ', 54569, 'ABC  ')
(35546, 'DEF  ', 73661, 'ABC  ')
(18423, 'ABC  ', 24301, 'DEF  ')
(36037, 'DEF  ', 30182, 'ABC  ')
(70053, 'ABC  ', 54569, 'DEF  ')
(61831, 'DEF  ', 74983, 'ABC  ')
(24086, 'DEF  ', 51012, 'ABC  ')
(75024, 'DEF  ', 74193, 'ABC  ')
(46346, 'ABC  ', 44281, 'DEF  ')
(92233, 'DEF  ', 77531, 'ABC  ')
(34391, 'DEF  ', 32875, 'ABC  ')
(60099, 'ABC  ', 86488, 'DEF  ')
(60378, 'ABC  ', 52410, 'DEF  ')
(75423, 'DEF  ', 73672, 'ABC  ')
(93590, 'ABC  ', 73015, 'DEF  ')
(83335, 'ABC  ', 47768, 'DEF  ')
(33252, 'ABC  ', 47768, 'DEF  ')
(98196, 'DEF  ', 20288, 'ABC  ')
(81695, 'DEF  ', 72743, 'ABC  ')
(10616, 'DEF  ', 27725, 'ABC  ')
(69835, 'ABC  ', 26090, 'DEF  ')
(67752, 'DEF  ', 13448, 'ABC  ')
(52639, 'ABC  ', 23956, 'DEF  ')
(49163, 'ABC  ', 36819, 'DEF  ')
(88560, 'ABC  ', 10919, 'DEF  ')
(99653, 'DEF  ', 62373, 'ABC  ')
(41543, 'ABC  ', 18553, 'DEF  ')
(43059, 'DEF  ', 27208, 'ABC  ')
(72925, 'ABC  ', 26153, 'DEF  ')
(10882, 'DEF  ', 86004, 'ABC  ')
(55231, 'DEF  ', 77358, 'ABC  ')
(75161, 'ABC  ', 68968, 'DEF  ')
(21880, 'ABC  ', 13586, 'DEF  ')
(83803, 'ABC  ', 11919, 'DEF  ')
(76562, 'ABC  ', 39376, 'DEF  ')
(76252, 'DEF  ', 86329, 'ABC  ')
(98470, 'DEF  ', 83948, 'ABC  ')
(80230, 'ABC  ', 53700, 'DEF  ')
(42054, 'DEF  ', 69039, 'ABC  ')
(66058, 'DEF  ', 88177, 'ABC  ')
(72055, 'DEF  ', 19813, 'ABC  ')
(41146, 'ABC  ', 36037, 'DEF  ')
(78286, 'DEF  ', 97863, 'ABC  ')
(39088, 'ABC  ', 24970, 'DEF  ')
(63495, 'ABC  ', 93538, 'DEF  ')
(17840, 'DEF  ', 78928, 'ABC  ')
(75084, 'DEF  ', 55348, 'ABC  ')
(23622, 'ABC  ', 36514, 'DEF  ')
(20288, 'ABC  ', 65701, 'DEF  ')
(52082, 'ABC  ', 98784, 'DEF  ')
(54569, 'ABC  ', 70053, 'DEF  ')
(74537, 'ABC  ', 53370, 'DEF  ')
(28947, 'ABC  ', 56956, 'DEF  ')
(75242, 'DEF  ', 68677, 'ABC  ')
(19208, 'ABC  ', 17840, 'DEF  ')
(93977, 'DEF  ', 95130, 'ABC  ')
(86080, 'ABC  ', 60339, 'DEF  ')
(24367, 'DEF  ', 61996, 'ABC  ')
(66820, 'ABC  ', 74174, 'DEF  ')
(23267, 'ABC  ', 50663, 'DEF  ')
(11830, 'ABC  ', 12617, 'DEF  ')
(13508, 'ABC  ', 14216, 'DEF  ')
(92784, 'ABC  ', 57572, 'DEF  ')
(71109, 'ABC  ', 36037, 'DEF  ')
(36037, 'DEF  ', 58067, 'ABC  ')
(15626, 'ABC  ', 52410, 'DEF  ')
(36732, 'ABC  ', 10300, 'DEF  ')
(28947, 'DEF  ', 90564, 'ABC  ')
(19813, 'DEF  ', 83922, 'ABC  ')
(59461, 'DEF  ', 58269, 'ABC  ')
(87889, 'ABC  ', 88382, 'DEF  ')
(61603, 'ABC  ', 53592, 'DEF  ')
(72743, 'ABC  ', 81695, 'DEF  ')
(67757, 'ABC  ', 63992, 'DEF  ')
(46866, 'ABC  ', 23604, 'DEF  ')
(42007, 'DEF  ', 89262, 'ABC  ')
(80995, 'DEF  ', 91013, 'ABC  ')
(53586, 'ABC  ', 44939, 'DEF  ')
(19318, 'DEF  ', 10753, 'ABC  ')
(76036, 'DEF  ', 67544, 'ABC  ')
(51162, 'DEF  ', 43840, 'ABC  ')
(90336, 'DEF  ', 36220, 'ABC  ')
(28947, 'DEF  ', 32508, 'ABC  ')
(53820, 'ABC  ', 75024, 'DEF  ')
(31053, 'DEF  ', 31084, 'ABC  ')
(33482, 'ABC  ', 60339, 'DEF  ')
(36819, 'DEF  ', 49163, 'ABC  ')
(96190, 'DEF  ', 27725, 'ABC  ')
(57070, 'ABC  ', 55695, 'DEF  ')
(15809, 'DEF  ', 11830, 'ABC  ')
(27287, 'DEF  ', 49618, 'ABC  ')
(10300, 'DEF  ', 34805, 'ABC  ')
(74107, 'DEF  ', 40649, 'ABC  ')
(10862, 'ABC  ', 68968, 'DEF  ')
(10203, 'ABC  ', 53432, 'DEF  ')
(38522, 'ABC  ', 41489, 'DEF  ')
(61742, 'ABC  ', 45642, 'DEF  ')
(72055, 'DEF  ', 57467, 'ABC  ')
(44227, 'DEF  ', 77358, 'ABC  ')
(56956, 'DEF  ', 96862, 'ABC  ')
(57572, 'DEF  ', 92784, 'ABC  ')
(28947, 'DEF  ', 18572, 'ABC  ')
(88384, 'DEF  ', 29214, 'ABC  ')
(90911, 'ABC  ', 58057, 'DEF  ')
(94966, 'ABC  ', 60099, 'DEF  ')
(64529, 'ABC  ', 56956, 'DEF  ')
(29358, 'ABC  ', 57572, 'DEF  ')
(13733, 'DEF  ', 15549, 'ABC  ')
(60725, 'ABC  ', 18250, 'DEF  ')
(93590, 'ABC  ', 25805, 'DEF  ')
(98980, 'DEF  ', 85611, 'ABC  ')
(12993, 'ABC  ', 74029, 'DEF  ')
(60223, 'DEF  ', 59461, 'ABC  ')
(51747, 'DEF  ', 26665, 'ABC  ')
(88177, 'ABC  ', 66058, 'DEF  ')
(60684, 'DEF  ', 28751, 'ABC  ')
(91725, 'DEF  ', 40126, 'ABC  ')
(37556, 'ABC  ', 57815, 'DEF  ')
(74193, 'ABC  ', 75024, 'DEF  ')
(16260, 'DEF  ', 14536, 'ABC  ')
(24086, 'DEF  ', 89152, 'ABC  ')
(76962, 'DEF  ', 39088, 'ABC  ')
(99429, 'ABC  ', 37917, 'DEF  ')
(58269, 'ABC  ', 89633, 'DEF  ')
(27208, 'ABC  ', 43059, 'DEF  ')
(60830, 'ABC  ', 16623, 'DEF  ')
(89152, 'ABC  ', 93977, 'DEF  ')
(55162, 'DEF  ', 50424, 'ABC  ')
(72481, 'ABC  ', 27167, 'DEF  ')
(34391, 'ABC  ', 10919, 'DEF  ')
(58057, 'DEF  ', 18759, 'ABC  ')
(81425, 'DEF  ', 93599, 'ABC  ')
(48869, 'ABC  ', 46397, 'DEF  ')
(61061, 'DEF  ', 73601, 'ABC  ')
(12041, 'DEF  ', 89292, 'ABC  ')
(26153, 'DEF  ', 72724, 'ABC  ')
(28751, 'ABC  ', 60684, 'DEF  ')
(76095, 'ABC  ', 28016, 'DEF  ')
(10882, 'DEF  ', 66819, 'ABC  ')
(13448, 'DEF  ', 67752, 'ABC  ')
(75242, 'ABC  ', 61764, 'DEF  ')
(28565, 'DEF  ', 84098, 'ABC  ')
(11919, 'ABC  ', 95714, 'DEF  ')
(61914, 'ABC  ', 35243, 'DEF  ')
(24524, 'ABC  ', 52018, 'DEF  ')
(96999, 'DEF  ', 55140, 'ABC  ')
(36037, 'DEF  ', 97582, 'ABC  ')
(98685, 'ABC  ', 32482, 'DEF  ')
(61585, 'DEF  ', 48948, 'ABC  ')
(14216, 'DEF  ', 85535, 'ABC  ')
(92435, 'ABC  ', 59292, 'DEF  ')
(23459, 'DEF  ', 96595, 'ABC  ')
(35546, 'DEF  ', 37702, 'ABC  ')
(78619, 'ABC  ', 88384, 'DEF  ')
(51440, 'ABC  ', 53502, 'DEF  ')
(33224, 'ABC  ', 63705, 'DEF  ')
(24301, 'DEF  ', 18423, 'ABC  ')
(11439, 'ABC  ', 23956, 'DEF  ')
(10300, 'DEF  ', 80160, 'ABC  ')
(67244, 'DEF  ', 39437, 'ABC  ')
(60685, 'ABC  ', 44227, 'DEF  ')
(91751, 'DEF  ', 89262, 'ABC  ')
(43059, 'DEF  ', 76117, 'ABC  ')
(37253, 'DEF  ', 99320, 'ABC  ')
(17840, 'DEF  ', 80036, 'ABC  ')
(87889, 'ABC  ', 57792, 'DEF  ')
(46712, 'ABC  ', 27394, 'DEF  ')
(41784, 'DEF  ', 91057, 'ABC  ')
(66058, 'DEF  ', 54504, 'ABC  ')
(85172, 'ABC  ', 13129, 'DEF  ')
(10919, 'DEF  ', 34391, 'ABC  ')
(69926, 'DEF  ', 70538, 'ABC  ')
(23267, 'ABC  ', 87760, 'DEF  ')
(55364, 'ABC  ', 62240, 'DEF  ')
(63787, 'DEF  ', 46765, 'ABC  ')
(21403, 'DEF  ', 55364, 'ABC  ')
(74174, 'ABC  ', 28859, 'DEF  ')
(90743, 'ABC  ', 96190, 'DEF  ')
(58057, 'DEF  ', 90911, 'ABC  ')
(91828, 'DEF  ', 44984, 'ABC  ')
(70538, 'ABC  ', 12109, 'DEF  ')
(24086, 'DEF  ', 66820, 'ABC  ')
(23604, 'DEF  ', 46866, 'ABC  ')
(86746, 'ABC  ', 87511, 'DEF  ')
(94966, 'ABC  ', 26453, 'DEF  ')
(91828, 'DEF  ', 45685, 'ABC  ')
(19813, 'DEF  ', 57467, 'ABC  ')
(76252, 'DEF  ', 29809, 'ABC  ')
(44281, 'DEF  ', 79616, 'ABC  ')
(52410, 'DEF  ', 22134, 'ABC  ')
(76095, 'ABC  ', 32813, 'DEF  ')
(18662, 'ABC  ', 66993, 'DEF  ')
(37457, 'ABC  ', 49968, 'DEF  ')
(57341, 'ABC  ', 68640, 'DEF  ')
(26153, 'DEF  ', 72925, 'ABC  ')
(89152, 'ABC  ', 24086, 'DEF  ')
(83350, 'DEF  ', 34712, 'ABC  ')
(36037, 'DEF  ', 41146, 'ABC  ')
(25611, 'ABC  ', 92401, 'DEF  ')
(75362, 'ABC  ', 35007, 'DEF  ')
(90967, 'DEF  ', 28947, 'ABC  ')
(85344, 'ABC  ', 91747, 'DEF  ')
(56508, 'DEF  ', 57368, 'ABC  ')
(99765, 'ABC  ', 58057, 'DEF  ')
(35546, 'DEF  ', 78928, 'ABC  ')
(56956, 'DEF  ', 28947, 'ABC  ')
(10919, 'DEF  ', 88560, 'ABC  ')
(75718, 'DEF  ', 87101, 'ABC  ')
(65055, 'ABC  ', 49155, 'DEF  ')
(79967, 'DEF  ', 47183, 'ABC  ')
(35243, 'DEF  ', 39726, 'ABC  ')
(57792, 'DEF  ', 87889, 'ABC  ')
(26015, 'DEF  ', 65862, 'ABC  ')
(66058, 'DEF  ', 89857, 'ABC  ')
(42901, 'ABC  ', 62125, 'DEF  ')
(40065, 'ABC  ', 40710, 'DEF  ')
(58398, 'DEF  ', 63491, 'ABC  ')
(19713, 'ABC  ', 58057, 'DEF  ')
(45746, 'DEF  ', 65055, 'ABC  ')
(63491, 'ABC  ', 58398, 'DEF  ')
(40281, 'ABC  ', 28005, 'DEF  ')
(93538, 'DEF  ', 63495, 'ABC  ')
(45420, 'DEF  ', 67544, 'ABC  ')
(80785, 'DEF  ', 12561, 'ABC  ')
(76307, 'ABC  ', 69198, 'DEF  ')
(75718, 'DEF  ', 89799, 'ABC  ')
(98470, 'DEF  ', 51772, 'ABC  ')
(59288, 'ABC  ', 27394, 'DEF  ')
(49604, 'ABC  ', 80380, 'DEF  ')
(42652, 'DEF  ', 74537, 'ABC  ')
(89292, 'ABC  ', 12041, 'DEF  ')
(28138, 'ABC  ', 98470, 'DEF  ')
(52018, 'ABC  ', 15417, 'DEF  ')
(50424, 'ABC  ', 55162, 'DEF  ')
(69676, 'ABC  ', 53192, 'DEF  ')
(31165, 'ABC  ', 90041, 'DEF  ')
(81650, 'ABC  ', 71298, 'DEF  ')
(60725, 'ABC  ', 19762, 'DEF  ')
(97256, 'DEF  ', 94416, 'ABC  ')
(94258, 'ABC  ', 53502, 'DEF  ')
(24086, 'DEF  ', 49949, 'ABC  ')
(94719, 'ABC  ', 43508, 'DEF  ')
(69844, 'ABC  ', 60070, 'DEF  ')
(66961, 'ABC  ', 55555, 'DEF  ')
(34583, 'DEF  ', 50925, 'ABC  ')
(41038, 'ABC  ', 75084, 'DEF  ')
(88384, 'DEF  ', 78619, 'ABC  ')
(63004, 'DEF  ', 61742, 'ABC  ')
(37917, 'DEF  ', 99429, 'ABC  ')
(12517, 'DEF  ', 80450, 'ABC  ')
(91564, 'ABC  ', 19813, 'DEF  ')
(24126, 'ABC  ', 59876, 'DEF  ')
(19431, 'DEF  ', 36037, 'ABC  ')
(39088, 'ABC  ', 82294, 'DEF  ')
(92684, 'DEF  ', 10895, 'ABC  ')
(12109, 'DEF  ', 70538, 'ABC  ')
(10300, 'DEF  ', 36732, 'ABC  ')
(77837, 'ABC  ', 10919, 'DEF  ')
(53432, 'DEF  ', 94421, 'ABC  ')
(15626, 'DEF  ', 22134, 'ABC  ')
(57815, 'DEF  ', 24150, 'ABC  ')
(11919, 'DEF  ', 75004, 'ABC  ')
(43981, 'ABC  ', 35243, 'DEF  ')
(23925, 'ABC  ', 61831, 'DEF  ')
(57440, 'ABC  ', 71397, 'DEF  ')
(41908, 'DEF  ', 54569, 'ABC  ')
(60684, 'DEF  ', 81290, 'ABC  ')
(28947, 'DEF  ', 92079, 'ABC  ')
(53362, 'ABC  ', 57931, 'DEF  ')
(92499, 'DEF  ', 52831, 'ABC  ')
(99653, 'ABC  ', 90041, 'DEF  ')
(59876, 'ABC  ', 24126, 'DEF  ')
(51747, 'DEF  ', 16358, 'ABC  ')
(10287, 'DEF  ', 14832, 'ABC  ')
(53106, 'ABC  ', 17840, 'DEF  ')
(72163, 'ABC  ', 54655, 'DEF  ')
(18909, 'DEF  ', 19312, 'ABC  ')
(19432, 'DEF  ', 37457, 'ABC  ')
(80673, 'ABC  ', 76252, 'DEF  ')
(25243, 'DEF  ', 42879, 'ABC  ')
(84157, 'DEF  ', 33006, 'ABC  ')
(52410, 'DEF  ', 49415, 'ABC  ')
(10287, 'DEF  ', 72614, 'ABC  ')
(19312, 'ABC  ', 18909, 'DEF  ')
(64359, 'ABC  ', 49652, 'DEF  ')
(52018, 'ABC  ', 92194, 'DEF  ')
(23956, 'ABC  ', 11439, 'DEF  ')
(10874, 'DEF  ', 29269, 'ABC  ')
(54411, 'DEF  ', 62740, 'ABC  ')
(45588, 'DEF  ', 70143, 'ABC  ')
(60070, 'DEF  ', 39764, 'ABC  ')
(39999, 'DEF  ', 98471, 'ABC  ')
(94055, 'ABC  ', 82225, 'DEF  ')
(75242, 'DEF  ', 13509, 'ABC  ')
(75718, 'DEF  ', 95411, 'ABC  ')
(50669, 'ABC  ', 15854, 'DEF  ')
(25745, 'ABC  ', 20347, 'DEF  ')
(55364, 'ABC  ', 36756, 'DEF  ')
(26453, 'DEF  ', 94966, 'ABC  ')
(60339, 'DEF  ', 53328, 'ABC  ')
(59700, 'ABC  ', 80380, 'DEF  ')
(85344, 'ABC  ', 69262, 'DEF  ')
(76117, 'ABC  ', 43059, 'DEF  ')
(27807, 'ABC  ', 32482, 'DEF  ')
(54504, 'ABC  ', 66058, 'DEF  ')
(55828, 'DEF  ', 20288, 'ABC  ')
(17462, 'ABC  ', 52018, 'DEF  ')
(58904, 'ABC  ', 61831, 'DEF  ')
(32804, 'ABC  ', 75242, 'DEF  ')
(74837, 'ABC  ', 92912, 'DEF  ')
(85857, 'DEF  ', 52082, 'ABC  ')
(14832, 'ABC  ', 10287, 'DEF  ')
(48219, 'ABC  ', 49966, 'DEF  ')
(10750, 'DEF  ', 65112, 'ABC  ')
(14536, 'ABC  ', 16260, 'DEF  ')
(59461, 'ABC  ', 89633, 'DEF  ')
(84809, 'ABC  ', 98470, 'DEF  ')
(52818, 'ABC  ', 11919, 'DEF  ')
(87511, 'DEF  ', 86746, 'ABC  ')
(52410, 'DEF  ', 15626, 'ABC  ')
(35900, 'ABC  ', 61036, 'DEF  ')
(61831, 'DEF  ', 23925, 'ABC  ')
(68225, 'ABC  ', 62707, 'DEF  ')
(57931, 'DEF  ', 43543, 'ABC  ')
(66551, 'DEF  ', 53362, 'ABC  ')
(15626, 'DEF  ', 49415, 'ABC  ')
(22684, 'DEF  ', 49079, 'ABC  ')
(60099, 'DEF  ', 11627, 'ABC  ')
(81155, 'DEF  ', 94669, 'ABC  ')
(43840, 'ABC  ', 51162, 'DEF  ')
(82985, 'ABC  ', 61170, 'DEF  ')
(73601, 'ABC  ', 88714, 'DEF  ')
(69198, 'DEF  ', 76307, 'ABC  ')
(54569, 'DEF  ', 76667, 'ABC  ')
(53700, 'ABC  ', 52917, 'DEF  ')
(17840, 'DEF  ', 19208, 'ABC  ')
(22484, 'ABC  ', 37206, 'DEF  ')
(72614, 'ABC  ', 10287, 'DEF  ')
(53192, 'DEF  ', 13829, 'ABC  ')
(10508, 'ABC  ', 18909, 'DEF  ')
(23574, 'ABC  ', 61036, 'DEF  ')
(67317, 'ABC  ', 43022, 'DEF  ')
(28049, 'ABC  ', 87716, 'DEF  ')
(73345, 'ABC  ', 47768, 'DEF  ')
(42698, 'ABC  ', 40722, 'DEF  ')
(61054, 'ABC  ', 34952, 'DEF  ')
(24301, 'DEF  ', 95541, 'ABC  ')
(66993, 'DEF  ', 41149, 'ABC  ')
(13586, 'ABC  ', 21880, 'DEF  ')
(65085, 'ABC  ', 29525, 'DEF  ')
(59974, 'ABC  ', 60070, 'DEF  ')
(52831, 'ABC  ', 92499, 'DEF  ')
(47576, 'DEF  ', 63255, 'ABC  ')
(22134, 'ABC  ', 52410, 'DEF  ')
(72055, 'DEF  ', 83922, 'ABC  ')
(11759, 'ABC  ', 53700, 'DEF  ')
(52917, 'DEF  ', 53700, 'ABC  ')
(35265, 'ABC  ', 88931, 'DEF  ')
(83922, 'ABC  ', 72055, 'DEF  ')
(94421, 'ABC  ', 53432, 'DEF  ')
(90336, 'DEF  ', 14610, 'ABC  ')
(50925, 'ABC  ', 92345, 'DEF  ')
(62373, 'ABC  ', 90041, 'DEF  ')
(44309, 'ABC  ', 74174, 'DEF  ')
(54825, 'DEF  ', 50378, 'ABC  ')
(61670, 'ABC  ', 23604, 'DEF  ')
(23604, 'DEF  ', 61670, 'ABC  ')
(20591, 'ABC  ', 35243, 'DEF  ')
(65112, 'ABC  ', 10750, 'DEF  ')
(79852, 'ABC  ', 18553, 'DEF  ')
(57341, 'ABC  ', 14776, 'DEF  ')
(64355, 'DEF  ', 90913, 'ABC  ')
(61036, 'DEF  ', 23574, 'ABC  ')
(26574, 'ABC  ', 32755, 'DEF  ')
(21915, 'DEF  ', 11830, 'ABC  ')
(70637, 'ABC  ', 36950, 'DEF  ')
(15197, 'DEF  ', 24763, 'ABC  ')
(87760, 'DEF  ', 23267, 'ABC  ')
(57572, 'DEF  ', 46709, 'ABC  ')
(74029, 'DEF  ', 12993, 'ABC  ')
(26665, 'ABC  ', 20062, 'DEF  ')
(54504, 'DEF  ', 88177, 'ABC  ')
(11830, 'ABC  ', 27972, 'DEF  ')
(68677, 'ABC  ', 75242, 'DEF  ')
(79967, 'DEF  ', 88067, 'ABC  ')
(40844, 'ABC  ', 17090, 'DEF  ')
(61036, 'DEF  ', 14912, 'ABC  ')
(29214, 'DEF  ', 94915, 'ABC  ')
(35243, 'DEF  ', 20591, 'ABC  ')
(79659, 'ABC  ', 11919, 'DEF  ')
(35729, 'DEF  ', 41784, 'ABC  ')
(39221, 'DEF  ', 55364, 'ABC  ')
(19841, 'ABC  ', 73107, 'DEF  ')
(55364, 'ABC  ', 39221, 'DEF  ')
(40342, 'ABC  ', 71538, 'DEF  ')
(20288, 'DEF  ', 65129, 'ABC  ')
(55231, 'DEF  ', 26592, 'ABC  ')
(66090, 'ABC  ', 98249, 'DEF  ')
(33784, 'ABC  ', 93977, 'DEF  ')
(49563, 'ABC  ', 14311, 'DEF  ')
(34952, 'DEF  ', 46540, 'ABC  ')
(39033, 'ABC  ', 65572, 'DEF  ')
(59886, 'ABC  ', 92233, 'DEF  ')
(32875, 'ABC  ', 34391, 'DEF  ')
(43022, 'DEF  ', 67317, 'ABC  ')
(32508, 'ABC  ', 28947, 'DEF  ')
(99335, 'DEF  ', 29750, 'ABC  ')
(74740, 'DEF  ', 59461, 'ABC  ')
(65346, 'ABC  ', 43225, 'DEF  ')
(46709, 'ABC  ', 57572, 'DEF  ')
(20288, 'ABC  ', 66236, 'DEF  ')
(72724, 'DEF  ', 26153, 'ABC  ')
(81522, 'ABC  ', 73358, 'DEF  ')
(28005, 'DEF  ', 40281, 'ABC  ')
(66551, 'ABC  ', 57931, 'DEF  ')
(99320, 'ABC  ', 44239, 'DEF  ')
(44939, 'DEF  ', 66194, 'ABC  ')
(39345, 'ABC  ', 15993, 'DEF  ')
(13123, 'ABC  ', 69690, 'DEF  ')
(70595, 'ABC  ', 19518, 'DEF  ')
(90325, 'ABC  ', 68158, 'DEF  ')
(50669, 'ABC  ', 69548, 'DEF  ')
(23267, 'ABC  ', 58522, 'DEF  ')
(57931, 'DEF  ', 53362, 'ABC  ')
(66551, 'DEF  ', 43543, 'ABC  ')
(93928, 'ABC  ', 20407, 'DEF  ')
(72614, 'ABC  ', 72724, 'DEF  ')
(20288, 'ABC  ', 52929, 'DEF  ')
(96862, 'ABC  ', 28947, 'DEF  ')
(54655, 'DEF  ', 43317, 'ABC  ')
(13208, 'DEF  ', 95698, 'ABC  ')
(58269, 'ABC  ', 59461, 'DEF  ')
(51747, 'DEF  ', 61965, 'ABC  ')
(23956, 'DEF  ', 52639, 'ABC  ')
(66194, 'ABC  ', 44939, 'DEF  ')
(14556, 'ABC  ', 76609, 'DEF  ')
(73317, 'DEF  ', 23267, 'ABC  ')
(28068, 'DEF  ', 41784, 'ABC  ')
(65862, 'ABC  ', 26015, 'DEF  ')
(43059, 'DEF  ', 15622, 'ABC  ')
(18572, 'ABC  ', 28947, 'DEF  ')
(36514, 'DEF  ', 51660, 'ABC  ')
(18888, 'DEF  ', 16350, 'ABC  ')
(31906, 'ABC  ', 61036, 'DEF  ')
(70637, 'ABC  ', 56191, 'DEF  ')
(48912, 'DEF  ', 11955, 'ABC  ')
(89633, 'DEF  ', 58269, 'ABC  ')
(56956, 'DEF  ', 90564, 'ABC  ')
(87462, 'ABC  ', 66670, 'DEF  ')
(48731, 'DEF  ', 37457, 'ABC  ')
(89604, 'ABC  ', 80995, 'DEF  ')
(61742, 'ABC  ', 61437, 'DEF  ')
(11733, 'ABC  ', 97732, 'DEF  ')
(49968, 'DEF  ', 37457, 'ABC  ')
(61764, 'DEF  ', 75242, 'ABC  ')
(21880, 'DEF  ', 23152, 'ABC  ')
(61740, 'DEF  ', 67757, 'ABC  ')
(59731, 'DEF  ', 62033, 'ABC  ')
(18553, 'DEF  ', 79852, 'ABC  ')
(69198, 'DEF  ', 60675, 'ABC  ')
(75084, 'DEF  ', 22684, 'ABC  ')
(66198, 'ABC  ', 52889, 'DEF  ')
(44939, 'ABC  ', 80809, 'DEF  ')
(67252, 'ABC  ', 30996, 'DEF  ')
(14610, 'ABC  ', 90336, 'DEF  ')
(53432, 'DEF  ', 50089, 'ABC  ')
(24763, 'ABC  ', 72068, 'DEF  ')
(55561, 'ABC  ', 76817, 'DEF  ')
(53502, 'DEF  ', 94258, 'ABC  ')
(80785, 'DEF  ', 26175, 'ABC  ')
(56956, 'DEF  ', 32508, 'ABC  ')
(67252, 'ABC  ', 49830, 'DEF  ')
(32307, 'DEF  ', 53428, 'ABC  ')
(44335, 'ABC  ', 28359, 'DEF  ')
(60339, 'DEF  ', 24449, 'ABC  ')
(53592, 'DEF  ', 61603, 'ABC  ')
(96694, 'DEF  ', 83408, 'ABC  ')
(67757, 'ABC  ', 36171, 'DEF  ')
(53884, 'DEF  ', 11830, 'ABC  ')
(49652, 'DEF  ', 64359, 'ABC  ')
(27725, 'ABC  ', 10616, 'DEF  ')
(91536, 'ABC  ', 99699, 'DEF  ')
(39376, 'DEF  ', 76562, 'ABC  ')
(61965, 'ABC  ', 51747, 'DEF  ')
(65055, 'ABC  ', 66948, 'DEF  ')
(27167, 'DEF  ', 72481, 'ABC  ')
(68627, 'ABC  ', 17840, 'DEF  ')
(98249, 'DEF  ', 66090, 'ABC  ')
(75084, 'DEF  ', 49079, 'ABC  ')
(92435, 'ABC  ', 29855, 'DEF  ')
(66670, 'DEF  ', 85274, 'ABC  ')
(75004, 'ABC  ', 11919, 'DEF  ')
(10919, 'DEF  ', 32875, 'ABC  ')
(21880, 'DEF  ', 11329, 'ABC  ')
(28947, 'DEF  ', 96862, 'ABC  ')
(65085, 'ABC  ', 84367, 'DEF  ')
(45825, 'ABC  ', 27287, 'DEF  ')
(26090, 'DEF  ', 69835, 'ABC  ')
(88931, 'DEF  ', 35265, 'ABC  ')
(97206, 'ABC  ', 11439, 'DEF  ')
(67422, 'DEF  ', 82738, 'ABC  ')
(49155, 'DEF  ', 65055, 'ABC  ')
(92079, 'ABC  ', 56956, 'DEF  ')
(53192, 'DEF  ', 69676, 'ABC  ')
(85674, 'DEF  ', 91013, 'ABC  ')
(44227, 'DEF  ', 26592, 'ABC  ')
(11733, 'ABC  ', 67422, 'DEF  ')
(62782, 'ABC  ', 81785, 'DEF  ')
(53991, 'ABC  ', 10882, 'DEF  ')
(59889, 'ABC  ', 68968, 'DEF  ')
(35023, 'DEF  ', 54569, 'ABC  ')
(11439, 'ABC  ', 97206, 'DEF  ')
(74417, 'ABC  ', 53502, 'DEF  ')
(44939, 'DEF  ', 53586, 'ABC  ')
(81650, 'ABC  ', 66177, 'DEF  ')
(70143, 'ABC  ', 15030, 'DEF  ')
(72068, 'DEF  ', 24763, 'ABC  ')
(98470, 'DEF  ', 84809, 'ABC  ')
(16623, 'DEF  ', 87249, 'ABC  ')
(28947, 'ABC  ', 53975, 'DEF  ')
(37457, 'ABC  ', 50765, 'DEF  ')
(87963, 'ABC  ', 62799, 'DEF  ')
(88714, 'DEF  ', 73601, 'ABC  ')
